ID,Content,Polarity
768588994556813312,"Llevo como una hora repitiendo ""No debí haber bebido ese último Monster"" teniendo que madrugar Mi vida.",NEG
768588061496209408,"@BrujadelTuiters . Estas palabras, del Poema, INSTANTES, son de Nadine Stair. Escritora norteamericana, a la q le gustan los helados.  ",NEU
768556112488587265,"@unculemadrid si al final acabamos hablando un rato, era muy simpática  @jovigobi",POS
768577963885522944,Este año el Madrid hará triplete y si lo hace me rapo al cero  grabad el mensaje jejej #ChiringuitoPiqué,POS
768577563933413380,@valenciacf Mis sentimientos y mi orgullo por el Valencia son muy grandes. Yo quiero lo mejor para el Valencia. ,POS
768578741316583424,@Landspecies y sentimos empatia hacia cualquier ser vivo sin distinción ,POS
768576236721496064,Gracias tormenta por aparecer justo cuando me voy a meter en cama solita ,NEG
768576032282673152,@Monysito pues pocas cosas más bonitas puedes ver en la vida oye ,POS
768575453410058240,"@Graffitera23 qué hermoso!,es bueno desviar la mirada al cielo y a las nubes de vez en cuando,abajo está jodido.preciosa foto,mil abrazos ",POS
768574373213200384,@Monysito en la vida puede verseme una teta porque cuando me eche la foto no estaba desnuda ,NEG
768581320935104513,"@juanrallo Ya, ya. El edificio A sí, el edificio B no. Facilísimo de articular ",POS
768580520821329921,Mañana es muy probablee que caiga un directo!! Y ya sabeis lo que pasa en los directos... ,NEU
768582085376405504,@Paloma_cv12 el club de la comedia se ha quedado demasiado grande #monologuista Jaja ,NEU
768581607112441856,"Lamento decirles que ya no soy calvo, mi calva perfecta se ve opacada por mi pelo ",POS
768581403344797696,@Jorgeoneer ya pero no soy mucho de pc. No es muy potente el mío ,NEG
768504713650241536,Ya me está jodiendo la tarde Pep...bueno me.voy a dar un.paseo ,NEG
768508909585858560,"@aitor48 Prohibirlo, no. Se pueden hacer campañas, pedagogía... y no aplaudir como están haciendo muchas pseudo-feministas  @ladypalo",NEG
768508856301457408,@Lahierritos pues sabran més q jo *curso CCC de mirones y mironas ,NEG
768508490650423296,"He puesto la radio solo pa escucharle jajajajajajaja ai, que ganas de verle ya ostia ",POS
768532035984101376,@Slow_Dancer_ TOTALMENTE  Pobre Gappy... que inocente es  no sabe con quien se ha encontrado.,NEG
768531597482156032,"@Tidxs_ 2. Hace mucho tiempo hablabamos por skype por un amigo en común y estaba guay, además de que eres muy mona! ",POS
768534019927597060,@Angela_M_A_ hombre me dices que se oía mal  yo soy defensora de Amaiah a morir JAJAJ,NEU
768533994170359808,"Quiero que vuelva el invierno  y ponerme pantalones largos y chaquetas y sudaderas y abrigos, puto verano.",NEG
768533681023639557,Pensar en irse pronto a la cama y ver que dan 2 capítulos de #minorityreport la mejor manera de alegrarse la noche ,POS
768536844522979328,"@DaniRS95 somos el PACMA, a todos caemos bien pero nadie nos quiere. Lloremos juntos ",NEG
768535999924334593,Cuando sufres porque no encuentras emulador para jugar al pokemon rubí en iOS 9.3.4 ,NEG
768513758431965186,@ideiazabaldu no queda ni un país árabe laico... Hasta con Argelia y Tunez están acabando ,NEG
768595094958145536,"@_tontonina porque somos de Móstoles, salir de nuestro ambiente es difícil ",NEG
768594628815839232,ola wapa k tal stas?? spero k no seas una sorra kmo las otras xikas - machirulo QUÉ COJONES JAJSAKJKJSADJJSJASJAJAJA,NEG
768594172240592896,@sweetbiix pues ahí lo tienes. Si tú no huyes entonces eres una luchadora y no una cobarde no? ,POS
768596566378774528,Es conveniente tener un Gobierno democrático que cumpla su función politica. NO lo es tener un Gobierno que representa la #corrupciónPP,NEG
768596494920323072,@ann_lloret99 @luv_m0ney_party los salidos son los q suben cosas a esa página no yo ,NEG
768596407431430144,"otra noche hasta las 4 de la mañana despierta, aburrida y sin sueño, lo veo venir... ",NEG
768568209159184385,"@ShawnUpdatesSA esta no es, le tienes que dar a US Store, solo se vende en US y Canadá  por ahora claro.",NEG
768568145607024640,Es triste que casi todas mis series acabadas hayan sido porque las han cancelado ,NEG
768568061544849408,@adri_buzo @FulgenLison Nop. Pero ahora me queda más claro el asunto  Gracias !,POS
768592454601809920,Sólo quería hablar con gente en verda ,NEU
768572230292869120,"@yolanday_y @el_pais Tras 72.000 años de viaje, conformate con que haya moléculas de Potasio y estén buenas ",POS
768571999690031104,@mafolu2 no creas. Pero me gusta tener a la gente engañada  @GranCTimes,POS
768571461900591104,Tú que he ido a cenar a mar de cristal y me he inflado y me duele la barriga ,NEG
768597310351765504,"Mira que soy pesimista a maza, pero odio que la gente sea TAAAAN pesimista ",NEG
768489417107443712,"@vanderhast Jajajaja en cuanto salga de mi bucle infinito con la casa, me imprimo los mapas a dos y lo estreno!! ",POS
768463313801969664,"@VioletaTrujillo yo me resigno con alguna gente, si se creen a este personaje es porque no están dispuestos a escuchar ",NEG
768487949482729472,"@Baronachor El concepto es de lo más bonico, pero de eso a serlo hay un trecho ",NEU
768487818343612416,Tener las piernas llenas de picaduras de mosquitos que parecen heridas NO ME HACE GRACIA. ,NEG
768501514725912576,"@Mercadolibre Enhorabuena por los geniales resultados económicos de récord del trimestre pasado, hacéis un gran trabajo ",POS
768498804526055424,Hay una exposición de cuadros y uno de ellos está estropeandose por el agua del aire acondicionado que le cae encima ,NEG
768498608870219776,"@CrimsonGhost__ Tio entonces piensas que mosca es un insulto, yo creo que eso es un poco irrespetuoso a las pobres ",NEG
768498107898355712,@PattyCavallone Para los chicos es mil veces más fácil donar que para las chicas ,NEU
768497936351232002,lo malo es que faltaba su mid y acabaron haciendo remake ,NEG
768497668347850752,@Diego_FDM @el_pais La noticia perfecta para #NotasDelMisterio ,POS
768479078072606720,Hoy toca escuchar a #MiguelRios con otros grandes artistas...  #Insurrección...,POS
768470879906979840,"@miguelagaiteiro @cultrun @lozanoirene Si hay que pecar de algo, que sea de ser buena gente! ",POS
768470471616659456,"@JuakyB me quedo tranquilo entonces, pero iré mirando la opción del coche ",POS
768469401368748032,Mi puto novio me ignora y quiero saber si hay un chino cerca de la biblioteca ,NEG
768519871726518276,He salido de casa sin ir al baño y me estoy meando como una persona mayor ,NEG
768515769579823104,"@ferdiazgil @FranDguez sí, lo he leído ese templo grande es el que he puesto en IG. Ha perdido su parte superior y está inaccesible",NEG
768515256079482881,"@AdriMarinaB Así me gusta, cada cosa a su CCAA. Así dejamos de cargar las culpas a nuestra querida nación. ",NEG
768493798049611776,"@ManudeOrleans pues yo no hay manera, y eso que tengo recuerdo lejano y de stats tengo una media de 69-70 ",NEG
768493600846012416,"@pobrezacero @nuevatribuna @ruthtoledano @FelipeAlcarazM @carlosbardem @carnecrudaradio @agarzon @cayo_lara Vamos mal, no... peor ",NEG
768492686173175812,"@lonchbox aaahm bueno, disfruta la vida por esos lares, yo me vuelvo a Rusia en breve ",NEU
768516996514377729,Silvia pesada deja de dar rt que me sale doble notificación ,NEG
768495148321894400,"@NeithanWolf @Cinefila_91 @Cinedepatio @SensaCine ""Resultad Sobrevives"" lo de estar loco funciona  ",NEU
768494796826632192,"@concht1 pero nos hemos desmovilizado, Concha. Nosotros/as solas dejamos las calles. Así nos va  @CiudadanosCs",NEG
768521153002569728,en realidá é algo duro de asimilar ni el alcohol me ayuda ,NEG
768520829688770560,@Boardgametotal los ábacos si están permitidos. Sobre todo porque la mayoría no saben usarlo ,NEG
768491722116587520,@beautyblog_es @isasaweis @_ANAMILAN_ ohhhhh eso tiene que ser muy divertido  me imagino que los hombres están vetados no?,POS
767473312087805952,tio os quiero mil a los que me habéis hablado ,POS
767536972952928256,"Había un hombre en la calle. Estornudó y yo desde la ventana le he dicho ""salud"" Me miró mal y siguió caminando ",NEG
767531479207411712,"Me veis en persona, no me saludais y luego me hablais para decirme que me habeis visto ",NEG
767531452686893056,"@BlasAuryn si es que no puedo olvidar cuando te viii, imposible. Que resumiendo, no te puedo olvidar  y no lo haré jamás chiqui",POS
767692611129868288,@Garcaterra estoy total y absolutamente desesperanzada  @ahorapodemos,NEG
767692240437338112,"@Sorayita_push Bien bien, si estan celebrando un cumpleaños, si todos nacieron el mismo dia hahahahahahha al menos son dos capítulos ",POS
767700081353064448,"@Betvs_19 cucha, una independentista escribiendo en español!! Por muy del Barça que soy, te vas a buscar la vida  grassias.",NEG
767699067182940160,Porque son tan manipulables los pequeños ? Y porque no ven a su padre igual que a su madre ? Triste ,NEG
767699027089584128,@ApoyoCR7 Muy chulas esas gafas Paula  Y lo de guapa es talento innato tuyo :,POS
767725883432009728,Esta tarde me voy a comprar un juego que estuve esperando muchísimo tiempo... posiblemente lo suba esta tarde-noche  Yoshi aparece ,POS
767725615751593984,"Qué depresión me entra, de seguro gana gente que solo dio RT porque sí, por probar suerte y no verdaderos fans ",NEG
767725383185788928,"Gracias Victorerubio por recomendarme el seguimiento de @MandalaBeach. Artistas de talla internacional, monólogos y musica en directo ",POS
767728214835924992,@RyFsw jajajaja.... eso es una indirecta  preparate #F que quiere reformar el baño,NEG
767727445663424512,WORK FROM HOME!! Sería espectacular y poder verlas más!  #ConMTVal727Tour,POS
767727410645176320,"Esta bien tener hermanos, siempre y cuando uno de ellos no decida ser subnormal perdido ",NEG
767731763766525952,@DiegoPajaron @miguel_prat doble sub-campeón de Europa  algo es algo jaja,POS
767731358739402752,@LuisFBonilla @isabelsevilla9 @adirecto @peichsantana Ole los buenos almerienses!!!! Mil besitos!!!! ,POS
767730342723743744,lo mejor es que son conversaciones normales y corrientes sin ningún ánimo de ligar pero  simplemente porque no se ligar ,NEU
767723670479536128,@DieRaposa @DrXaverius y otros biólogos como él se sentirán complacidos. ¡Mola mucho! ,POS
767733403785584640,"Estás haciendo MUY feliz a todo mi tl,yo también quiero que me sigas  @BlasAuryn",POS
767733229231153152,"@iruri gracias, ya eran necesarias tras un duro año de trabajo  ¿has cogido tú ya?",POS
767732992827613184,"@MrMedra ay, joder, que resulta que es completamente vegana. Pues ya no me la compro. ",NEG
768071182587494401,"@edortaramirez un click más, scroll y a veces el usuario se queda un poco colgado sin saber bien lo que tiene que hacer ",NEG
768070559825530881,"@Ronan_Coke @angelesuc1 @josecg96 @Airatarra @andarellabcn Muy triste, pero no olvidemos la inestimable colaboración del estado en ello  ",NEG
768070129489969152,@escapeofthecrow el rottweiler es precioso pero... Esta zumbadisimo y ataca  y yo muero de ganas de achucharlo,NEG
768117878197522432,@rossiepussie @luciakawaii1 te lleguen a entender y a respetar. Muy malos tienen que ser para obligarte a comer algo a la fuerza ,NEG
768117343599812608,@AndreaNavedo Hola bella Andrea!! Qué tengas un maravilloso día!! Besitos! ,POS
768137683407343616,@TodoMegaDrive esta vez me decanto por la japonesa. P. Me encanta la batalla de caratulas ,POS
768136915803660289,@Miraqbien podrías solidarizarte conmigo y no comer ninguno... ,NEU
768136146199142400,@kioskoAMM @gloris72 @olivares1965 @Tomasimedia @madeinLeon Gracias pero los importantes sois vosotros.  Los mediadores.  Sois muy buenos ,POS
768138258987573248,"@RarrochaR bien dicho Roberto,  las cosas por su nombre,  porque nadie dice cola cado ",POS
768135201386065920,me acaba de seguir una página para ligar por gustos musicales. sé que estoy sola pero ,NEG
767835844904382464,@FannyGEnguix estarás super mona  cuando pueda lo miraré yo también. Me molaría grupal de 'chicas Spidey',POS
767884595278782465,"@EstherSwaggy ¿haces también la misma carrera? Jo, igual de una comunidad a otra cambian, be positive ",NEU
767875344254832644,@Polifack yo es que me asustó muy fácil con el rollo paranormal ,NEG
767877851848802306,"@BroomKurosawa pues descansa tío, si se pone grave la cosa no podrás jugar en muchísimo tiempo ",NEG
767877566992674816,@cantabriamiguel @Fabiana_tfp @elmundoes @larazon_es @elpais_espana n escarmentams a ver si van a ser mismas encueshshtasshs eh @ierrejon ,NEG
767883067952394240,Sara piensa q vivo rayada xq me duermo escuchando a beret y weno ,NEG
767882830282194945,yo con un mensaje de buenos días y un corazón soy feliz ,POS
767878422261628928,@anhela_ @Maxferibar @elprogramadear @PSOE así es compañera. Un fuerte abrazo! ,POS
767672110835728384,@NormaRuiz01 Y tú tan estupenda como siempre!! Besitos y feliz día!! ,POS
767670654757896192,al menos con ftwd se me hace más ameno esperar a twd en Octubre ,POS
767670496909492225,@FunInFvneral qué burrada pusieron hoy?? Que llevo meses bloqueada por otra heterada y me lo perdí ,NEG
767756761025634304,@NuriStill @MartuBlackRed pues si eso haré.. y lo sigo haciendo  ya que haga lo que quiera. No pasa nada.,NEU
767759320083755008,"es que todos los que dicen que los que escuchamos a ""los gemeliers"" somos adolescentes de mierda son los primeros adolescentes de mierda ",NEG
767758700169879552,Hay videos que no se envían porque no tengo espacio en el móvil así que lo siento ,NEG
767758669467484160,2h y 31m para que acabe tu descarga Me cago en mi puta vida.,NEG
767761656197906433,"@txispitabi no te había reconocido en este perfil  El placer es mutuo, guapa!",POS
767756456166817792,@ConsueCaballer jajajajaja pues que se vuelva loco conmigo leches... llevo dias petándolo y nada... ,NEG
767756240034361345,@EduEmoEsc muchas gracias por seguirme. Nos leemos ,POS
767756110015127552,@victorypeace76 @martiade @YouTube lo de la sortija es un buen detalle!! gracias ,POS
767762307556466688,@Escuarantula sigo siendo feo pero es que cuando me conociste no tenía el pelo rojo ,NEG
767762253953335298,Pocas maneras mejores se me ocurren para empezar una semana... https://t.co/P5wOXm5ffl,POS
767766039417462785,"gracias por ser mi sorpresa y ser tan genial, nos vemos pronto seguro @AntonLofer ",POS
767764798738206721,Ya a saber cuando vuelves a hacer un #FollowExpress  lloro @BlasAuryn,NEG
767764285351202817,¿Algún día seré feliz por tener tu follow? @BlasAuryn ,NEG
767754109915131904,@CiudadanO_O @Moralzarzal con lo fácil q sería educar para éstas cosas... qué pena ,NEG
767752844258652160,Hoy microaventura en #kayak con dos expertos kayakistas Ría de Villaviciosa. @ El Puntal… https://t.co/y7j88bRmYK,POS
768047633613086721,Quiero esta figura de Madison  ojalá que la próxima en salir sea Alicia https://t.co/dTnJsrR8to,POS
768046274717347840,@ladyfrigopie no lo has dicho. Eres rara.. bueno eres diferente ,NEG
768045493955985408,"@ADios_hi @elespanolcom Pues menudo susto. Al poner ""Tolerdo"" pensé que se refería a su parodia @WillyTolerdoo ",NEG
768106081251975168,Rubén y Mangel deberían hacer como en 2013 y mencionarse en Twitter a cada rato. Así nos harían felices  *no lo hacen*,NEU
768104934004912128,@AntonioPV98 @CeliaOgalla28 mis amigos hablando jodes .... K bonita amistad ,NEG
768104771978989568,"buenos billete pa cuba comprado, ahora a hacer mas dieta porque se ha deretido la tarjeta ",POS
768104574313984001,@PapelitoRojo @sushuneta fue genial  debemos organizar más cosas así sin necesidad de que nadie abandone el país,POS
768109853919379456,"@slcuervo no se valora el potencial del español como lengua informativa en internet, negocio que se le escapa entre los dedos a España. ",NEG
768108422806069248,En fin @kenneos espero que recibas este tuit en otra realidad alternativa donde sigues viva porque ahí no se acaba tu camino  ¡suerte!,POS
768113469912674305,"@Bvillamor_gay ha sido un placer! Muy profesionales  hoy en @ed_tve a las 19,39 ",POS
768100750316695552,@Ana_d_Armas Tú tan bella y con estilo como siempre! Te mereces siempre lo mejor!! Eres maravillosa!! Besitos y feliz día! ,POS
768099860717432832,"@cigotenks Me apiado de ti, yo me entero de que existen porque tú los encuentras. O sea, alguien los lee primero ",NEG
768119604438831105,Quiero hacerle algo especial a David para que cuando lo vea sonria pero no se me ocurre nada ,NEU
768102028648321024,"Lo he añadido porque antes no sabia hacerlo, pero estuve leyendo estos dias bastante y encontre el modo de hacerlo perfecto ",POS
768127541060177920,.@UGMadrid la recomendación en nuestra. ¡Nada mejor que una buena partida de paintball! ,POS
768099192451502080,"@HawkersCo @Hawky_  #NecesitoElViajeAAndalucia bueno si un tal premio al mongol o algo así, pero eso era malo ",NEG
768060551880699904,@Rachel_Green_ Sí! El escenario MUWI Revellín es gratuito y abierto al público ,POS
768032760711831553,"@FantasyLaLiga Hola no se actualiza clasificaciones y lo que es peor, el mercado está vacío desde hace tiempo ",NEG
768031593680306176,me voy a quedar afónico de tanto hacer guturales con fiebre ,NEG
768030924500000768,"@Gabi_Herranz @KNekro yo se lo dije 10 veces ya, pero el me sigue teniendo ese pequeño odio... es comprensible, siempre le caere mal ",NEG
768029086807629824,@mrswxllace tres tristes trokistas pican piedra en un gulag ,NEG
768090654689853441,que te echo de menos cosa chicaa! https://t.co/9QIk0GIVzO,NEG
768088528236478464,"@sandyxyxx es lo que tiene Amazon  a uno que conozco le llega el Lunes, siéntete afortunada ",POS
768091850062368768,@gloriatn -felicidades!!! -sales genial en tu icon -no te conozco casi nada- ,POS
768091322058100737,"Eso si, soy una persona MUY irónica y me gusta muchísimo el humor muy así ",POS
768092886248415232,@kurokatze_ yo nunca la he podido ver entera porque literalmente me duermo ,NEG
768092875741655046,@Luis_Callejo Hola Luis!! Vendrás a Barcelona a promocionar #TardeParaLaIra ?? Un abrazo crack y feliz día! ,POS
768096431492268032,Ese momento en el que no tienes megas para ver el video y en casa de tu padre no hay wifi  #MamaHeAsesinadoAMiNovia,NEG
768096127434551302,@lejosdelmarfilm @VeronikaMoral Verónika es una gran actriz y sobretodo una maravillosa persona!! Deseando verla ahí!! Besos! ,POS
768098117224894464,"El día 2 tengo los exámenes, suena lejano pero es la semana que viene jajaxd ",POS
768097321024454656,"@intomyhoran casi todo tiene manteca de cerdo, las gominolas(tristemente) no son lo único ",NEG
768068952660537345,@ManuelIzquier14 en septiembre limitan el horario de toboganes pero las piscinas siguen abiertas hasta noviembre ,POS
767957176300306432,Buenos días @ainhoa_mallo  Y que podamos contarlo ,POS
767942259442642944,"Buenos días, esto va en serio....primer día de curro..... #FelizMartes!! ",POS
768023352225259520,Ultimamente estoy comiendo muchos macarrones... gracias Señor @marianorajoy sin ti esto no sería posible ,NEG
768021821174255616,@Duke_apologia ? Este Tweet no está disponible. dice q el link no existe ,NEG
768020276353372160,"@LetInNeverlxnd se nos queda pequeña, sólo 300 de aforo ",NEG
768019941920473088,@sitgesfestival Genial!! Vendrá @RachelNichols1 ?? Saludos y buen día! ,POS
768012657815392256,"@nenina74 @CrisLaLider no estoy de acuerdo, las cicatrices siempre recuerdan dolor, sufrido o provocado ",NEG
768012069018996736,@elPachinko ¡De nada! Me gustó mucho ese paseo alternativo por otro Gante ,POS
768011576561524736,@Rubiu5 cuando diras los ganadores   PD:buenos dias que tengas un lindo day,POS
768010762719821824,"@hundredrooms @ohmyworld_es Qué chulada! Mola mucho el post, chicas! ",POS
767997116979478529,@bekiaes También es el cumpleaños de la preciosa actriz @luudelafuente !! ,POS
767996103103016960,Ayer iba a probarme el cosplay de Nozomi chico y verme los primeros caps de Diamond no Ace... y no pude ,NEG
767818103845687296,"@Neinyatta A mi el de Babe me gusta mucho, y si no sesderma creo que va muy bien ",POS
767817660432257024,"@MarioEM_95 aún le queda un poquillo, pero por supuesto. Aunque tengo lista de rivales pendientes ",NEU
767843914359373824,"Los canales de Latinoamérica como Andrés Navy, Extraordinerd o The Top Comics tampoco están nada mal, hay muy buen material ",POS
767843737913401344,Hoy es el cumpleaños de lo más molón de La Hoya ¡Felicitad todos a la bonica y maja de @IrlesEva! ,POS
767842807629377539,"@doctorgaona Es intrigante la autoexploración de los estados de consciencia a través de un espejo, de la mano de un pionero como Gaona ",POS
767839965472550912,"Vale, pero creo que tendre un pequeño problema No se si podre tener las llaves el piso para las fotos https://t.co/WOvpvT0I7s",NEG
767839835625254912,@erlik imposible  he tenido un par de horas libres solo. ¡Ha sido una visita fugaz!,NEG
767848218101215232,De las pocas veces que hablamos por skype me pareciste una grandísima persona ,POS
767847319194722304,@AgnesFL1984 Pues tuvo que ser al ponerme el pijama pq últimamente uso vestidos largos. Tengo un ronchón considerable ,NEG
767844691073232896,"@chiscoyo hombre!  Yo siempre y con la gente que me cae bien claro, con los que me caen mal ni agua  Muacc",NEU
767844147764064256,He vuelto a escuchar Orishas 5 años después y es maravilloso ,POS
767870374931496960,Estoy pasando por una cuerda fina de inestabilidad emocional a gatas ,NEG
767869735266557952,A ver que asi a lo tonto me quedan solo 2 dias en Galicia. ,NEU
767872120483446784,Como apruebe (o si suspendo pero paso) voy a montar una fiesta y no pararé de beber hasta k mi hígado reviente ,POS
767871079239053313,"Os ha dado por un tweet mio del 16 de agosto a la hora de dormir cabrones, tendré que silenciar el movil ",NEG
767846853459181569,acabo de hablar con alba y ya esroy un poquito mejor ,POS
767846757996847104,@landscps pues imaginate en una casa muy grande ,NEU
767872262519357441,vale acabo de ver algo muy desagradable gracias cris y buenas noches ,NEG
770331586197938176,"@relatosgregorio Gracias a datos como esos, hoy día tenemos un mejor catálogo sísmico con datos históricos ",POS
770386885428514821,@sammyriotmars Cierto  qué bonico es darles otra vida a los libros,POS
770386253141438464,@LoraInThePanda @_girlpride_ @Sorendix lo mas gracioso es que diciendo esas cosas solo fomenta aun mas el odio hacia el feminismo ,NEG
770384873982922752,"@OscarBV96 tio que depresión. Pero no pasa nada, el amor lo soluciona todo ",POS
770388896530239488,"@wilma_lorenzo No dobles las esquinas! Pon post-its!, se queda más cuqui  https://t.co/DFKQaseaNA",NEU
770384002733735936,"@SlaveofJavier, experto en hacer reencuentros inolvidables since 1994 ",POS
770381455428050944,"@JohanaGonzalezD y mi pobre hija tragando, no es justo ",NEG
770390152887824384,Me gustaría arreglar tantas cosas pero no puedo arreglar ninguna y es muy frustrante ,NEG
770389837945966592,Se viene pelea y de las fuertes entre Willy Toledo y el Pequeño Nicolás #HableConEllas,POS
770382432579248128,#TrendingEstreno mi artista favorito es @LEONBENAVENTETW para ver en el @dcodefest  @Los40Trending,POS
770393156735164417,@ElviraChas #WillyToledo diciéndole a la cara las verdades de #HableConEllas. El primer entrevistado que se atreve a hacerlo en directo ,POS
770035400220012544,@rabiekhd jajajajajaja me meo que yo tengo mi novio y él tiene su novia y estamos los dos contentos ,POS
